vid,yid,start,end,raw-text,tokenized-text,gloss,split,duration_sec,word_count,status
wH3lJm0Typ0-00:18:02.280-00:18:05.750,wH3lJm0Typ0,00:18:02.280,00:18:05.750,He exposed me to the field which I fell in love with.,he exposed me to the field which i fell in love with,,train,3.470000000000028,12,missing_npz
wH3lJm0Typ0-00:17:58.844-00:18:02.280,wH3lJm0Typ0,00:17:58.844,00:18:02.280,He saw and realized that I could do more.,he saw and realized that i could do more,,train,3.435999999999922,9,missing_npz
wH3lJm0Typ0-00:00:06.405-00:00:09.074,wH3lJm0Typ0,00:00:06.405,00:00:09.074,"It is Monday, April 29.","it is monday, april 29",,train,2.669,5,missing_npz
wH3lJm0Typ0-00:00:03.937-00:00:06.405,wH3lJm0Typ0,00:00:03.937,00:00:06.405,"Hello, welcome to The Daily Moth!",hello welcome to the daily moth,,train,2.4680000000000004,6,missing_npz
cunzvS3XRX4-00:26:16.575-00:26:19.201,cunzvS3XRX4,00:26:16.575,00:26:19.201,See you tomorrow and stay with the light!,see you tomorrow and stay with the light,,train,2.6259999999999764,8,missing_npz
wH3lJm0Typ0-00:17:56.375-00:17:58.844,wH3lJm0Typ0,00:17:56.375,00:17:58.844,He was a clinical psychologist from Gallaudet.,he was a clinical psychologist from gallaudet,,train,2.469000000000051,7,missing_npz
wH3lJm0Typ0-00:17:37.455-00:17:42.994,wH3lJm0Typ0,00:17:37.455,00:17:42.994,The goal was to graduate from RIT in their undergraduate program and to become a VR counselor.,the goal was to graduate from rit in their undergraduate program and to become a vr counselor,,train,5.538999999999987,17,missing_npz
wH3lJm0Typ0-00:17:32.284-00:17:37.455,wH3lJm0Typ0,00:17:32.284,00:17:37.455,"Also, validate their experiences, I think these are key traits I've had since I was younger.",also validate their experiences i think these are key traits i 've had since i was younger,,train,5.170999999999822,17,missing_npz
wH3lJm0Typ0-00:17:27.011-00:17:32.284,wH3lJm0Typ0,00:17:27.011,00:17:32.284,"Being able to interpret their experiences, problems and so on.",being able to interpret their experiences problems and so on,,train,5.273000000000138,10,missing_npz
wH3lJm0Typ0-00:17:23.808-00:17:27.011,wH3lJm0Typ0,00:17:23.808,00:17:27.011,I have that natural ability to relate to people.,i have that natural ability to relate to people,,train,3.2029999999999745,9,missing_npz
wH3lJm0Typ0-00:17:19.971-00:17:23.808,wH3lJm0Typ0,00:17:19.971,00:17:23.808,People tend to be drawn to me and I've always helped people.,people tend to be drawn to me and i 've always helped people,,train,3.836999999999989,13,missing_npz
wH3lJm0Typ0-00:17:12.530-00:17:19.971,wH3lJm0Typ0,00:17:12.530,00:17:19.971,"I know that since I was young, I had this feeling of wanting to help people.",i know that since i was young i had this feeling of wanting to help people,,train,7.441000000000031,16,missing_npz
wH3lJm0Typ0-00:17:07.792-00:17:12.530,wH3lJm0Typ0,00:17:07.792,00:17:12.530,"Well, honestly, I really had no clue about the field of clinical psychology.",well honestly i really had no clue about the field of clinical psychology,,train,4.738000000000056,13,missing_npz
wH3lJm0Typ0-00:16:28.548-00:16:35.494,wH3lJm0Typ0,00:16:28.548,00:16:35.494,"I never thought, for a long time, I would see this day and it's meaningful.",i never thought for a long time i would see this day and it 's meaningful,,train,6.946000000000026,16,missing_npz
wH3lJm0Typ0-00:16:20.913-00:16:23.481,wH3lJm0Typ0,00:16:20.913,00:16:23.481,Did this really happen?,did this really happen,,train,2.567999999999984,4,missing_npz
wH3lJm0Typ0-00:16:17.009-00:16:20.913,wH3lJm0Typ0,00:16:17.009,00:16:20.913,I've worked so hard for a long time and finally I've made it.,i 've worked so hard for a long time and finally i 've made it,,train,3.903999999999997,15,missing_npz
wH3lJm0Typ0-00:16:11.636-00:16:17.009,wH3lJm0Typ0,00:16:11.636,00:16:17.009,"Honestly, a little part of me feels like I have to pinch myself to make sure this is all real.",honestly a little part of me feels like i have to pinch myself to make sure this is all real,,train,5.373000000000047,20,missing_npz
wH3lJm0Typ0-00:16:04.730-00:16:11.636,wH3lJm0Typ0,00:16:04.730,00:16:11.636,"Whew, really, there's no words to really describe this feeling right now.",whew really there 's no words to really describe this feeling right now,,train,6.905999999999949,13,missing_npz
wH3lJm0Typ0-00:15:48.307-00:15:55.086,wH3lJm0Typ0,00:15:48.307,00:15:55.086,My name is Dr. Alesia Howard Allen!,my name is dr. alesia howard allen,,train,6.778999999999996,7,missing_npz
HZ8H8pfNwLA-00:17:29.681-00:17:31.983,HZ8H8pfNwLA,00:17:29.681,00:17:31.983,So now that was double the mess for me.,so now that was double the mess for me,,train,2.3019999999999072,9,missing_npz
pqLUpyVk96Y-00:13:43.947-00:13:48.034,pqLUpyVk96Y,00:13:43.947,00:13:48.034,His name should be enshrined in the Baseball Hall of Fame.,his name should be enshrined in the baseball hall of fame,,train,4.086999999999989,11,missing_npz
pqLUpyVk96Y-00:13:24.928-00:13:29.682,pqLUpyVk96Y,00:13:24.928,00:13:29.682,"I met Steve, Sandy and David awhile back.",i met steve sandy and david awhile back,,train,4.754000000000019,8,missing_npz
pqLUpyVk96Y-00:13:20.298-00:13:24.928,pqLUpyVk96Y,00:13:20.298,00:13:24.928,It's time for hearing people watch and be amazed.,it 's time for hearing people watch and be amazed,,train,4.629999999999996,10,missing_npz
pqLUpyVk96Y-00:13:09.996-00:13:11.664,pqLUpyVk96Y,00:13:09.996,00:13:11.664,"Yes, that's right.",yes that 's right,,train,1.6680000000000064,4,missing_npz
pqLUpyVk96Y-00:13:03.615-00:13:09.996,pqLUpyVk96Y,00:13:03.615,00:13:09.996,I'm here with Dawn who's one of the people who's fought and petitioned for this Dummy Hoy movie to happen.,i 'm here with dawn who 's one of the people who 's fought and petitioned for this dummy hoy movie to happen,,train,6.380999999999972,23,missing_npz
pqLUpyVk96Y-00:12:43.261-00:12:46.139,pqLUpyVk96Y,00:12:43.261,00:12:46.139,Thank you and... you've done a fabulous job!,thank you and ... you 've done a fabulous job,,train,2.8780000000000427,10,missing_npz
pqLUpyVk96Y-00:12:36.297-00:12:39.091,pqLUpyVk96Y,00:12:36.297,00:12:39.091,Being able to become entirely different people.,being able to become entirely different people,,train,2.7939999999999827,7,missing_npz
JsRzFgTC0r8-00:01:11.200-00:01:12.519,JsRzFgTC0r8,00:01:11.200,00:01:12.519,So it s close.,so it s close,,train,1.3190000000000026,4,missing_npz
pqLUpyVk96Y-00:14:25.905-00:14:28.701,pqLUpyVk96Y,00:14:25.905,00:14:28.701,I just finished watching the movie and I really enjoyed it.,i just finished watching the movie and i really enjoyed it,,train,2.796000000000049,11,missing_npz
pqLUpyVk96Y-00:14:52.600-00:14:55.184,pqLUpyVk96Y,00:14:52.600,00:14:55.184,See you tomorrow and stay with the light!,see you tomorrow and stay with the light,,train,2.5839999999999463,8,missing_npz
pqLUpyVk96Y-00:14:42.965-00:14:45.259,pqLUpyVk96Y,00:14:42.965,00:14:45.259,They actually sold out all of their 650 seats.,they actually sold out all of their 650 seats,,train,2.2939999999999827,9,missing_npz
pqLUpyVk96Y-00:14:39.628-00:14:42.965,pqLUpyVk96Y,00:14:39.628,00:14:42.965,Remember how I mentioned that there were about 300 people?,remember how i mentioned that there were about 300 people,,train,3.336999999999989,10,missing_npz
pqLUpyVk96Y-00:14:30.244-00:14:34.081,pqLUpyVk96Y,00:14:30.244,00:14:34.081,"It showcases Dummy Hoy's struggles, his rise and his successes.",it showcases dummy hoy's struggles his rise and his successes,,train,3.836999999999989,10,missing_npz
pqLUpyVk96Y-00:14:55.184-00:14:56.644,pqLUpyVk96Y,00:14:55.184,00:14:56.644,Captioned by www.aslcaptions.com,captioned by www.aslcaptions.com,,train,1.4600000000000364,3,missing_npz
pqLUpyVk96Y-00:12:30.291-00:12:36.297,pqLUpyVk96Y,00:12:30.291,00:12:36.297,My friends helped me learn how to invest in different characters.,my friends helped me learn how to invest in different characters,,train,6.005999999999972,11,missing_npz
pqLUpyVk96Y-00:10:53.110-00:10:55.488,pqLUpyVk96Y,00:10:53.110,00:10:55.488,"How do you feel about it, have you seen the movie?",how do you feel about it have you seen the movie,,train,2.3780000000000427,11,missing_npz
pqLUpyVk96Y-00:10:49.023-00:10:52.109,pqLUpyVk96Y,00:10:49.023,00:10:52.109,Also seeing how things used to be in the olden times in the movie.,also seeing how things used to be in the olden times in the movie,,train,3.0860000000000127,14,missing_npz
pqLUpyVk96Y-00:10:36.802-00:10:39.221,pqLUpyVk96Y,00:10:36.802,00:10:39.221,"Also, I play as the batter and runner.",also i play as the batter and runner,,train,2.4189999999999827,8,missing_npz
pqLUpyVk96Y-00:10:29.169-00:10:30.629,pqLUpyVk96Y,00:10:29.169,00:10:30.629,What was your role in this production?,what was your role in this production,,train,1.4600000000000364,7,missing_npz
pqLUpyVk96Y-00:10:08.065-00:10:12.695,pqLUpyVk96Y,00:10:08.065,00:10:12.695,I used to play baseball and I envisioned myself becoming like Dummy Hoy.,i used to play baseball and i envisioned myself becoming like dummy hoy,,train,4.629999999999996,13,missing_npz
pqLUpyVk96Y-00:10:31.629-00:10:36.802,pqLUpyVk96Y,00:10:31.629,00:10:36.802,"I'm a part of the background cast, part of the baseball team, where I play as a shortshop.",i 'm a part of the background cast part of the baseball team where i play as a shortshop,,train,5.173000000000002,19,missing_npz
pqLUpyVk96Y-00:12:26.745-00:12:30.291,pqLUpyVk96Y,00:12:26.745,00:12:30.291,"After awhile, I started to consider myself an actor.",after awhile i started to consider myself an actor,,train,3.546000000000049,9,missing_npz
pqLUpyVk96Y-00:12:17.570-00:12:22.240,pqLUpyVk96Y,00:12:17.570,00:12:22.240,"At the time, I was still not comfortable with calling myself an actor.",at the time i was still not comfortable with calling myself an actor,,train,4.669999999999959,13,missing_npz
pqLUpyVk96Y-00:12:06.057-00:12:08.058,pqLUpyVk96Y,00:12:06.057,00:12:08.058,"I, myself, am an actor.",i myself am an actor,,train,2.0009999999999764,5,missing_npz
pqLUpyVk96Y-00:12:03.471-00:12:05.474,pqLUpyVk96Y,00:12:03.471,00:12:05.474,It seems that you've shown that you're a good actor.,it seems that you 've shown that you 're a good actor,,train,2.0030000000000427,12,missing_npz
pqLUpyVk96Y-00:11:55.380-00:11:57.591,pqLUpyVk96Y,00:11:55.380,00:11:57.591,And in a full-length film too.,and in a full length film too,,train,2.2110000000000127,7,missing_npz
pqLUpyVk96Y-00:11:46.330-00:11:51.376,pqLUpyVk96Y,00:11:46.330,00:11:51.376,"I thought there might be parts I wasn't sure about, but it was actually a really good movie!",i thought there might be parts i was n't sure about but it was actually a really good movie,,train,5.045999999999935,19,missing_npz
pqLUpyVk96Y-00:11:42.534-00:11:44.537,pqLUpyVk96Y,00:11:42.534,00:11:44.537,"It's a huge relief, to be honest.",it 's a huge relief to be honest,,train,2.0030000000000427,8,missing_npz
pqLUpyVk96Y-00:11:41.116-00:11:42.534,pqLUpyVk96Y,00:11:41.116,00:11:42.534,How do you feel about it?,how do you feel about it,,train,1.4180000000000064,6,missing_npz
pqLUpyVk96Y-00:11:38.989-00:11:41.116,pqLUpyVk96Y,00:11:38.989,00:11:41.116,"Yes, it's my first time.",yes it 's my first time,,train,2.1269999999999527,6,missing_npz
pqLUpyVk96Y-00:11:15.924-00:11:22.097,pqLUpyVk96Y,00:11:15.924,00:11:22.097,To finally see an actual movie about the only deaf professional baseball player.,to finally see an actual movie about the only deaf professional baseball player,,train,6.173000000000002,13,missing_npz
pqLUpyVk96Y-00:11:08.000-00:11:15.924,pqLUpyVk96Y,00:11:08.000,00:11:15.924,It allows me to identify with who he is because I love baseball players and I loved playing the game growing up.,it allows me to identify with who he is because i love baseball players and i loved playing the game growing up,,train,7.923999999999978,22,missing_npz
pqLUpyVk96Y-00:09:49.422-00:09:52.048,pqLUpyVk96Y,00:09:49.422,00:09:52.048,That was who he was as a person.,that was who he was as a person,,train,2.6259999999999764,8,missing_npz
nsmzFUmvA_Q-00:00:06.089-00:00:08.635,nsmzFUmvA_Q,00:00:06.089,00:00:08.635,"It's Monday, November 4.","it 's monday, november 4",,train,2.546,5,missing_npz
1cT9kp1pI8A-00:17:01.019-00:17:02.354,1cT9kp1pI8A,00:17:01.019,00:17:02.354,Captioned by www.aslcaptions.com,captioned by www.aslcaptions.com,,train,1.3350000000000364,3,missing_npz
1cT9kp1pI8A-00:16:58.558-00:17:01.019,1cT9kp1pI8A,00:16:58.558,00:17:01.019,See you tomorrow and stay with the light!,see you tomorrow and stay with the light,,train,2.4610000000000127,8,missing_npz
1cT9kp1pI8A-00:15:08.072-00:15:11.159,1cT9kp1pI8A,00:15:08.072,00:15:11.159,God blessed me.,god blessed me,,train,3.086999999999989,3,missing_npz
1cT9kp1pI8A-00:00:08.439-00:00:10.676,1cT9kp1pI8A,00:00:08.439,00:00:10.676,Ready for the news?,ready for the news,,train,2.237,4,missing_npz
1cT9kp1pI8A-00:00:05.753-00:00:08.439,1cT9kp1pI8A,00:00:05.753,00:00:08.439,"It is Wednesday, June 5.","it is wednesday, june 5",,train,2.686,5,missing_npz
JsRzFgTC0r8-00:03:47.439-00:03:49.039,JsRzFgTC0r8,00:03:47.439,00:03:49.039,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.5999999999999943,3,missing_npz
1cT9kp1pI8A-00:00:03.253-00:00:05.754,1cT9kp1pI8A,00:00:03.253,00:00:05.754,"Hello, welcome to the Daily Moth.",hello welcome to the daily moth,,train,2.5009999999999994,6,missing_npz
1cT9kp1pI8A-00:02:36.489-00:02:41.618,1cT9kp1pI8A,00:02:36.489,00:02:41.618,Denver did the same in May.,denver did the same in may.,,train,5.128999999999991,6,missing_npz
pqLUpyVk96Y-00:09:25.063-00:09:27.441,pqLUpyVk96Y,00:09:25.063,00:09:27.441,What did you think the movie was all about?,what did you think the movie was all about,,train,2.3780000000000427,9,missing_npz
WMoeSSvCyTU-00:14:19.859-00:14:21.594,WMoeSSvCyTU,00:14:19.859,00:14:21.594,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.7350000000000136,3,missing_npz
WMoeSSvCyTU-00:14:16.855-00:14:19.859,WMoeSSvCyTU,00:14:16.855,00:14:19.859,See you tomorrow and stay with the light!,see you tomorrow and stay with the light,,train,3.004000000000019,8,missing_npz
WMoeSSvCyTU-00:03:50.796-00:03:55.701,WMoeSSvCyTU,00:03:50.796,00:03:55.701,Here are updates on Covid-19.,here are updates on covid-19,,train,4.905000000000001,5,missing_npz
WMoeSSvCyTU-00:03:01.281-00:03:05.551,WMoeSSvCyTU,00:03:01.281,00:03:05.551,I then ran back to see if the man was okay.,i then ran back to see if the man was okay,,train,4.269999999999982,11,missing_npz
WMoeSSvCyTU-00:03:14.995-00:03:18.064,WMoeSSvCyTU,00:03:14.995,00:03:18.064,It really tore my heart.,it really tore my heart,,train,3.0689999999999884,5,missing_npz
pqLUpyVk96Y-00:07:14.266-00:07:16.978,pqLUpyVk96Y,00:07:14.266,00:07:16.978,"Hi, I'm Adrain.",hi i 'm adrain,,train,2.711999999999989,4,missing_npz
pqLUpyVk96Y-00:04:39.237-00:04:45.158,pqLUpyVk96Y,00:04:39.237,00:04:45.158,Her name was Chynal Lindsay.,her name was chynal lindsay,,train,5.920999999999992,5,missing_npz
pqLUpyVk96Y-00:09:16.764-00:09:18.432,pqLUpyVk96Y,00:09:16.764,00:09:18.432,Right?,right,,train,1.6680000000000064,1,missing_npz
pqLUpyVk96Y-00:09:14.052-00:09:16.764,pqLUpyVk96Y,00:09:14.052,00:09:16.764,He's actually a cousin of Dummy Hoy.,he 's actually a cousin of dummy hoy,,train,2.711999999999989,8,missing_npz
pqLUpyVk96Y-00:08:54.908-00:09:00.664,pqLUpyVk96Y,00:08:54.908,00:09:00.664,"So I've met with many members, they were old timers, and they shared a lot with me.",so i 've met with many members they were old timers and they shared a lot with me,,train,5.755999999999972,18,missing_npz
pqLUpyVk96Y-00:08:42.812-00:08:45.732,pqLUpyVk96Y,00:08:42.812,00:08:45.732,I said I would take the job and they were fine with it.,i said i would take the job and they were fine with it,,train,2.919999999999959,13,missing_npz
pqLUpyVk96Y-00:08:52.030-00:08:53.698,pqLUpyVk96Y,00:08:52.030,00:08:53.698,I'm also a member.,i 'm also a member,,train,1.6680000000000064,5,missing_npz
XSAWM-spOhU-00:05:42.975-00:05:48.480,XSAWM-spOhU,00:05:42.975,00:05:48.480,He said we don't have a king but a president.,he said we do n't have a king but a president,,train,5.504999999999996,11,missing_npz
XSAWM-spOhU-00:03:59.406-00:04:04.907,XSAWM-spOhU,00:03:59.406,00:04:04.907,AP News reported that New Hampshire Gov.,ap news reported that new hampshire gov.,,train,5.501000000000005,7,missing_npz
pqLUpyVk96Y-00:00:08.348-00:00:10.593,pqLUpyVk96Y,00:00:08.348,00:00:10.593,Ready for the news?,ready for the news,,train,2.244999999999999,4,missing_npz
pqLUpyVk96Y-00:00:05.878-00:00:08.348,pqLUpyVk96Y,00:00:05.878,00:00:08.348,"It is Tuesday, June 4.","it is tuesday, june 4",,train,2.4700000000000006,5,missing_npz
pqLUpyVk96Y-00:00:03.253-00:00:05.879,pqLUpyVk96Y,00:00:03.253,00:00:05.879,"Hello, welcome to the Daily Moth.",hello welcome to the daily moth,,train,2.6259999999999994,6,missing_npz
XSAWM-spOhU-00:07:04.723-00:07:06.259,XSAWM-spOhU,00:07:04.723,00:07:06.259,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.5360000000000014,3,missing_npz
AdDxgNZ7nC0-00:10:00.799-00:10:04.370,AdDxgNZ7nC0,00:10:00.799,00:10:04.370,Stroker is 31.,stroker is 31,,train,3.5710000000000264,3,missing_npz
tI2WCkbd9L8-00:02:53.256-00:03:00.389,tI2WCkbd9L8,00:02:53.256,00:03:00.389,His name is Eduardo Moreno (44).,his name is eduardo moreno 44,,train,7.13300000000001,6,missing_npz
AdDxgNZ7nC0-00:00:06.897-00:00:08.970,AdDxgNZ7nC0,00:00:06.897,00:00:08.970,"It is Monday, June 10.","it is monday, june 10",,train,2.0730000000000004,5,missing_npz
CUIp1T0qhWs-00:00:08.307-00:00:10.259,CUIp1T0qhWs,00:00:08.307,00:00:10.259,Ready for the news?,ready for the news,,train,1.952,4,missing_npz
CUIp1T0qhWs-00:00:05.964-00:00:08.307,CUIp1T0qhWs,00:00:05.964,00:00:08.307,"It s Wednesday, June 12.","it s wednesday, june 12",,train,2.343,5,missing_npz
CUIp1T0qhWs-00:00:03.253-00:00:05.964,CUIp1T0qhWs,00:00:03.253,00:00:05.964,"Hello, welcome to the Daily Moth.",hello welcome to the daily moth,,train,2.7110000000000003,6,missing_npz
JubapwGjwHU-00:04:14.587-00:04:16.223,JubapwGjwHU,00:04:14.587,00:04:16.223,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.636000000000024,3,missing_npz
JubapwGjwHU-00:04:03.276-00:04:06.513,JubapwGjwHU,00:04:03.276,00:04:06.513,Will it happen again?,will it happen again,,train,3.2369999999999948,4,missing_npz
JubapwGjwHU-00:02:33.086-00:02:38.324,JubapwGjwHU,00:02:33.086,00:02:38.324,The individual said it felt like a slap in the face.,the individual said it felt like a slap in the face,,train,5.238,11,missing_npz
JubapwGjwHU-00:01:04.397-00:01:08.534,JubapwGjwHU,00:01:04.397,00:01:08.534,He was chosen over 9 other candidates.,he was chosen over 9 other candidates,,train,4.1370000000000005,7,missing_npz
