vid	yid	start	end	raw-text	tokenized-text	gloss	split	duration_sec	word_count
pkV9v250i4w-00:02:13.766-00:02:18.405	pkV9v250i4w	00:02:13.766	00:02:18.405	I am not referring to one single, designated channel, rather, I emphasize all platforms must have this access.	i am not referring to one single designated channel rather i emphasize all platforms must have this access		train	4.63900000000001	18
pkV9v250i4w-00:01:53.313-00:02:00.387	pkV9v250i4w	00:01:53.313	00:02:00.387	It means that deaf associations have to fight for access on televisions.	it means that deaf associations have to fight for access on televisions		train	7.073999999999998	12
pkV9v250i4w-00:02:59.979-00:03:05.752	pkV9v250i4w	00:02:59.979	00:03:05.752	"At WFD, we do not think it is acceptable to provide access only ""if possible""."	at wfd we do not think it is acceptable to provide access only if possible		train	5.773000000000025	15
pkV9v250i4w-00:01:01.228-00:01:04.864	pkV9v250i4w	00:01:01.228	00:01:04.864	She is a model of interpreter accessibility.	she is a model of interpreter accessibility		train	3.636000000000003	7
pkV9v250i4w-00:00:53.786-00:01:01.228	pkV9v250i4w	00:00:53.786	00:01:01.228	I especially have to applaud New Zealand's Prime Minister Jacinda Ardern.	i especially have to applaud new zealand's prime minister jacinda ardern		train	7.442	11
pkV9v250i4w-00:00:47.046-00:00:53.786	pkV9v250i4w	00:00:47.046	00:00:53.786	Several of them have asked why there is a need for interpreters, but they do later understand.	several of them have asked why there is a need for interpreters but they do later understand		train	6.740000000000002	17
pkV9v250i4w-00:00:39.206-00:00:47.046	pkV9v250i4w	00:00:39.206	00:00:47.046	I know that the number of interpreters is growing, and more governments are recognizing the need of bringing in interpreters at their press conferences and announcements.	i know that the number of interpreters is growing and more governments are recognizing the need of bringing in interpreters at their press conferences and announcements		train	7.839999999999996	26
pkV9v250i4w-00:00:12.646-00:00:18.251	pkV9v250i4w	00:00:12.646	00:00:18.251	Deaf people have a right to information and that's what we advocate for.	deaf people have a right to information and that 's what we advocate for		train	5.605	14
MJijm9kbdHA-00:18:28.134-00:18:31.414	MJijm9kbdHA	00:18:28.134	00:18:31.414	See you tomorrow and stay with the light!	see you tomorrow and stay with the light		train	3.2799999999999727	8
MJijm9kbdHA-00:18:26.414-00:18:28.134	MJijm9kbdHA	00:18:26.414	00:18:28.134	That is all for today.	that is all for today		train	1.7200000000000273	5
pkV9v250i4w-00:01:06.667-00:01:14.507	pkV9v250i4w	00:01:06.667	00:01:14.507	Interpreters, whether they are deaf or hearing, is a part of their government's response team.	interpreters whether they are deaf or hearing is a part of their government 's response team		train	7.840000000000003	16
pkV9v250i4w-00:06:01.694-00:06:07.867	pkV9v250i4w	00:06:01.694	00:06:07.867	We need to work together without oppressing certain groups of people.	we need to work together without oppressing certain groups of people		train	6.173000000000002	11
pkV9v250i4w-00:03:05.752-00:03:07.687	pkV9v250i4w	00:03:05.752	00:03:07.687	We must have sign language interpreters.	we must have sign language interpreters		train	1.9350000000000025	6
pkV9v250i4w-00:03:11.891-00:03:14.294	pkV9v250i4w	00:03:11.891	00:03:14.294	Almost 100 countries have sign language interpreters.	almost 100 countries have sign language interpreters		train	2.40300000000002	7
pkV9v250i4w-00:05:46.213-00:05:48.714	pkV9v250i4w	00:05:46.213	00:05:48.714	This coronavirus is a global virus.	this coronavirus is a global virus		train	2.5009999999999764	6
pkV9v250i4w-00:05:31.932-00:05:35.968	pkV9v250i4w	00:05:31.932	00:05:35.968	There is one thing that I would like to share.	there is one thing that i would like to share		train	4.036000000000001	10
pkV9v250i4w-00:05:25.425-00:05:31.932	pkV9v250i4w	00:05:25.425	00:05:31.932	These deaf associations must be included in their emergency planning in the future.	these deaf associations must be included in their emergency planning in the future		train	6.507000000000005	13
pkV9v250i4w-00:05:20.553-00:05:25.425	pkV9v250i4w	00:05:20.553	00:05:25.425	They work as volunteers and take this responsibility on top of their careers.	they work as volunteers and take this responsibility on top of their careers		train	4.872000000000014	13
pkV9v250i4w-00:05:05.704-00:05:11.711	pkV9v250i4w	00:05:05.704	00:05:11.711	These deaf associations have to take it upon themselves to distribute this information among our community.	these deaf associations have to take it upon themselves to distribute this information among our community		train	6.007000000000005	16
pkV9v250i4w-00:03:07.687-00:03:11.891	pkV9v250i4w	00:03:07.687	00:03:11.891	"The words ""if possible"" needs to be replaced with terminology that requires interpreters."	the words if possible needs to be replaced with terminology that requires interpreters		train	4.203999999999979	13
pkV9v250i4w-00:04:17.156-00:04:22.295	pkV9v250i4w	00:04:17.156	00:04:22.295	They acknowledge they are responsible for providing access and now they are working on it.	they acknowledge they are responsible for providing access and now they are working on it		train	5.13900000000001	15
pkV9v250i4w-00:04:04.578-00:04:06.680	pkV9v250i4w	00:04:04.578	00:04:06.680	When will you do this?	when will you do this		train	2.102000000000004	5
pkV9v250i4w-00:03:57.736-00:04:04.578	pkV9v250i4w	00:03:57.736	00:04:04.578	Why don't you at WHO, for your press briefings, provide an International Sign interpreter?	why do n't you at who for your press briefings provide an international sign interpreter		train	6.842000000000013	15
pkV9v250i4w-00:03:38.551-00:03:40.387	pkV9v250i4w	00:03:38.551	00:03:40.387	He is tasked with the coronavirus response.	he is tasked with the coronavirus response		train	1.8360000000000127	7
pkV9v250i4w-00:03:23.669-00:03:30.009	pkV9v250i4w	00:03:23.669	00:03:30.009	WFD was recently in a webinar with many other organizations.	wfd was recently in a webinar with many other organizations		train	6.340000000000003	10
pkV9v250i4w-00:03:14.294-00:03:19.665	pkV9v250i4w	00:03:14.294	00:03:19.665	The WHO can also recommend that each country must provide sign language interpreters.	the who can also recommend that each country must provide sign language interpreters		train	5.370999999999981	13
pkV9v250i4w-00:04:38.478-00:04:45.252	pkV9v250i4w	00:04:38.478	00:04:45.252	One thing we have seen is that our deaf associations are front line workers too.	one thing we have seen is that our deaf associations are front line workers too		train	6.774000000000001	15
MJijm9kbdHA-00:04:54.958-00:04:58.708	MJijm9kbdHA	00:04:54.958	00:04:58.708	"He has not earned their trust."""	he has not earned their trust		train	3.75	6
JaJWiCEmDQQ-00:10:01.500-00:10:03.500	JaJWiCEmDQQ	00:10:01.500	00:10:03.500	Here is an Instagram video.	here is an instagram video		train	2.0	5
JaJWiCEmDQQ-00:10:46.000-00:10:48.666	JaJWiCEmDQQ	00:10:46.000	00:10:48.666	(Signs ALEX in BSL).	signs alex in bsl		train	2.66599999999994	4
xecv4abyVIM-00:04:48.913-00:04:50.624	xecv4abyVIM	00:04:48.913	00:04:50.624	Captioned by aslcaptions.com	captioned by aslcaptions.com		train	1.7110000000000127	3
xecv4abyVIM-00:04:46.661-00:04:48.913	xecv4abyVIM	00:04:46.661	00:04:48.913	I will see you next time.	i will see you next time		train	2.252000000000009	6
xecv4abyVIM-00:04:44.408-00:04:46.661	xecv4abyVIM	00:04:44.408	00:04:46.661	That's all for now.	that 's all for now		train	2.252999999999986	5
xecv4abyVIM-00:03:11.274-00:03:14.068	xecv4abyVIM	00:03:11.274	00:03:14.068	Both are important.	both are important		train	2.794000000000011	3
HZ8H8pfNwLA-00:00:04.169-00:00:06.673	HZ8H8pfNwLA	00:00:04.169	00:00:06.673	Hello, welcome to the Daily Moth!	hello welcome to the daily moth		train	2.5040000000000004	6
xecv4abyVIM-00:01:41.977-00:01:47.649	xecv4abyVIM	00:01:41.977	00:01:47.649	All members of state legislatures are elected.	all members of state legislatures are elected		train	5.671999999999997	7
xecv4abyVIM-00:02:48.043-00:02:54.466	xecv4abyVIM	00:02:48.043	00:02:54.466	How do you judge which candidates are the best candidates for you?	how do you judge which candidates are the best candidates for you		train	6.423000000000002	12
xecv4abyVIM-00:00:12.887-00:00:14.681	xecv4abyVIM	00:00:12.887	00:00:14.681	Now what?	now what		train	1.7939999999999987	2
HZ8H8pfNwLA-00:00:06.673-00:00:09.644	HZ8H8pfNwLA	00:00:06.673	00:00:09.644	It is Wednesday, May 1.	it is wednesday, may 1		train	2.971	5
HZ8H8pfNwLA-00:04:38.444-00:04:44.350	HZ8H8pfNwLA	00:04:38.444	00:04:44.350	His grandfather could not believe that Terrell did this.	his grandfather could not believe that terrell did this		train	5.906000000000006	9
HZ8H8pfNwLA-00:04:22.327-00:04:24.129	HZ8H8pfNwLA	00:04:22.327	00:04:24.129	The concert was cancelled.	the concert was cancelled		train	1.802000000000021	4
HZ8H8pfNwLA-00:04:16.422-00:04:22.327	HZ8H8pfNwLA	00:04:16.422	00:04:22.327	Shots were fired at 5:40pm and the campus had a lockdown.	shots were fired at 5:40pm and the campus had a lockdown		train	5.904999999999973	11
HZ8H8pfNwLA-00:04:10.582-00:04:16.422	HZ8H8pfNwLA	00:04:10.582	00:04:16.422	Also, there was a free Waka Flocka concert that was supposed to be happening at 6pm.	also there was a free waka flocka concert that was supposed to be happening at 6 pm		train	5.840000000000032	17
HZ8H8pfNwLA-00:04:06.312-00:04:10.582	HZ8H8pfNwLA	00:04:06.312	00:04:10.582	Yesterday was the last day for classes before final exams.	yesterday was the last day for classes before final exams		train	4.269999999999982	10
HZ8H8pfNwLA-00:04:04.009-00:04:06.312	HZ8H8pfNwLA	00:04:04.009	00:04:06.312	Two people were killed.	two people were killed		train	2.3029999999999973	4
HZ8H8pfNwLA-00:04:00.105-00:04:04.009	HZ8H8pfNwLA	00:04:00.105	00:04:04.009	Three people are severely injured and one person seems to be doing okay.	three people are severely injured and one person seems to be doing okay		train	3.904000000000025	13
HZ8H8pfNwLA-00:03:55.835-00:04:00.105	HZ8H8pfNwLA	00:03:55.835	00:04:00.105	Terrell shot students with a handgun.	terrell shot students with a handgun		train	4.269999999999982	6
HZ8H8pfNwLA-00:00:09.644-00:00:11.711	HZ8H8pfNwLA	00:00:09.644	00:00:11.711	Ready for news?	ready for news		train	2.067	3
HZ8H8pfNwLA-00:03:47.926-00:03:55.835	HZ8H8pfNwLA	00:03:47.926	00:03:55.835	Police identified the suspect as Trystan Andrew Terrell, 22 years old.	police identified the suspect as trystan andrew terrell 22 years old		train	7.90900000000002	11
HZ8H8pfNwLA-00:01:24.884-00:01:31.224	HZ8H8pfNwLA	00:01:24.884	00:01:31.224	Barr cleared Trump of obstruction.	barr cleared trump of obstruction		train	6.340000000000003	5
xecv4abyVIM-00:00:10.928-00:00:12.887	xecv4abyVIM	00:00:10.928	00:00:12.887	I'm so excited!	i 'm so excited		train	1.959	4
xecv4abyVIM-00:00:00.292-00:00:02.794	xecv4abyVIM	00:00:00.292	00:00:02.794	Hello!	hello		train	2.502	1
5eWlGWCPPKE-00:05:39.250-00:05:40.906	5eWlGWCPPKE	00:05:39.250	00:05:40.906	Hawaii Gov.	hawaii gov.		train	1.656000000000006	2
5eWlGWCPPKE-00:05:20.250-00:05:24.415	5eWlGWCPPKE	00:05:20.250	00:05:24.415	It seems like the landlord will recover from her wounds.	it seems like the landlord will recover from her wounds		train	4.1650000000000205	10
5eWlGWCPPKE-00:06:21.375-00:06:24.833	5eWlGWCPPKE	00:06:21.375	00:06:24.833	Three people have died.	three people have died		train	3.45799999999997	4
5eWlGWCPPKE-00:03:41.665-00:03:48.207	5eWlGWCPPKE	00:03:41.665	00:03:48.207	One officer arrived and found a woman who was stabbed.	one officer arrived and found a woman who was stabbed		train	6.542000000000002	10
5eWlGWCPPKE-00:02:41.000-00:02:44.957	5eWlGWCPPKE	00:02:41.000	00:02:44.957	He said there was really no other option.	he said there was really no other option		train	3.9569999999999936	8
5eWlGWCPPKE-00:02:01.790-00:02:07.750	5eWlGWCPPKE	00:02:01.790	00:02:07.750	Meghan is in Vancouver Island.	meghan is in vancouver island		train	5.959999999999994	5
xecv4abyVIM-00:00:02.794-00:00:08.090	xecv4abyVIM	00:00:02.794	00:00:08.090	I finally got my mail-in ballot.	i finally got my mail in ballot		train	5.295999999999999	7
5eWlGWCPPKE-00:11:16.832-00:11:18.666	5eWlGWCPPKE	00:11:16.832	00:11:18.666	Captioned by www.aslcaptions.com	captioned by www.aslcaptions.com		train	1.83400000000006	3
5eWlGWCPPKE-00:11:13.961-00:11:16.831	5eWlGWCPPKE	00:11:13.961	00:11:16.831	See you tomorrow and stay with the light!	see you tomorrow and stay with the light		train	2.8700000000000045	8
5eWlGWCPPKE-00:11:12.456-00:11:13.961	5eWlGWCPPKE	00:11:12.456	00:11:13.961	That is all for today.	that is all for today		train	1.5049999999999957	5
5eWlGWCPPKE-00:11:02.750-00:11:09.791	5eWlGWCPPKE	00:11:02.750	00:11:09.791	The gun control debate is expected to continue over the next few months.	the gun control debate is expected to continue over the next few months		train	7.041000000000054	13
5eWlGWCPPKE-00:10:39.625-00:10:43.832	5eWlGWCPPKE	00:10:39.625	00:10:43.832	So far, there have been no reports of violence.	so far there have been no reports of violence		train	4.206999999999994	9
5eWlGWCPPKE-00:10:04.707-00:10:06.207	5eWlGWCPPKE	00:10:04.707	00:10:06.207	Why today?	why today		train	1.5	2
5eWlGWCPPKE-00:08:52.457-00:08:55.957	5eWlGWCPPKE	00:08:52.457	00:08:55.957	Democrats currently control the legislature.	democrats currently control the legislature		train	3.5	5
5eWlGWCPPKE-00:01:44.582-00:01:48.790	5eWlGWCPPKE	00:01:44.582	00:01:48.790	Harry will still be a prince.	harry will still be a prince		train	4.207999999999998	6
HZ8H8pfNwLA-00:04:56.428-00:05:04.170	HZ8H8pfNwLA	00:04:56.428	00:05:04.170	The students at UNCC mentioned that they were thankful for the officers because they really saved lives.	the students at uncc mentioned that they were thankful for the officers because they really saved lives		train	7.742000000000019	17
HZ8H8pfNwLA-00:15:17.750-00:15:21.653	HZ8H8pfNwLA	00:15:17.750	00:15:21.653	When I woke up, I realized that someone was demolishing my house.	when i woke up i realized that someone was demolishing my house		train	3.90300000000002	12
HZ8H8pfNwLA-00:15:12.278-00:15:17.750	HZ8H8pfNwLA	00:15:12.278	00:15:17.750	"""The Daily Moth"" got this information from other people and reached out to her."	the daily moth got this information from other people and reached out to her		train	5.47199999999998	14
HZ8H8pfNwLA-00:14:56.427-00:14:59.063	HZ8H8pfNwLA	00:14:56.427	00:14:59.063	They had the wrong address.	they had the wrong address		train	2.6359999999999677	5
HZ8H8pfNwLA-00:14:16.554-00:14:19.291	HZ8H8pfNwLA	00:14:16.554	00:14:19.291	Wow, you really turned the tables.	wow you really turned the tables		train	2.73700000000008	6
HZ8H8pfNwLA-00:14:09.615-00:14:15.553	HZ8H8pfNwLA	00:14:09.615	00:14:15.553	"So if they were able to see what deaf people often experience, it means they could become more ""deaf friendly""."	so if they were able to see what deaf people often experience it means they could become more deaf friendly		train	5.937999999999988	20
HZ8H8pfNwLA-00:15:22.821-00:15:26.191	HZ8H8pfNwLA	00:15:22.821	00:15:26.191	I walked outside onto the front porch.	i walked outside onto the front porch		train	3.3700000000000045	7
HZ8H8pfNwLA-00:13:37.783-00:13:41.687	HZ8H8pfNwLA	00:13:37.783	00:13:41.687	You could see these hearing people taking advantage of every visual information they could get.	you could see these hearing people taking advantage of every visual information they could get		train	3.903999999999997	15
HZ8H8pfNwLA-00:13:32.144-00:13:37.783	HZ8H8pfNwLA	00:13:32.144	00:13:37.783	The PowerPoint slides Danny was using was more focused on visuals with brief texts included.	the powerpoint slides danny was using was more focused on visuals with brief texts included		train	5.63900000000001	15
HZ8H8pfNwLA-00:13:29.408-00:13:32.144	HZ8H8pfNwLA	00:13:29.408	00:13:32.144	It was their turn to figure out what was happening.	it was their turn to figure out what was happening		train	2.73599999999999	10
HZ8H8pfNwLA-00:13:23.769-00:13:29.408	HZ8H8pfNwLA	00:13:23.769	00:13:29.408	Those hearing people started to really paying attention as you could see from their body language.	those hearing people started to really paying attention as you could see from their body language		train	5.63900000000001	16
HZ8H8pfNwLA-00:13:21.033-00:13:23.769	HZ8H8pfNwLA	00:13:21.033	00:13:23.769	He explained that it was hearing people's turn to experience what deaf people endure using his PowerPoint slides.	he explained that it was hearing people 's turn to experience what deaf people endure using his powerpoint slides		train	2.73599999999999	19
HZ8H8pfNwLA-00:13:14.192-00:13:21.033	HZ8H8pfNwLA	00:13:14.192	00:13:21.033	Danny told everyone that there would be no interpreter provided and that he would use only ASL for the deaf people in attendance.	danny told everyone that there would be no interpreter provided and that he would use only asl for the deaf people in attendance		train	6.841000000000008	23
HZ8H8pfNwLA-00:13:08.386-00:13:14.192	HZ8H8pfNwLA	00:13:08.386	00:13:14.192	With hearing presenters, hearing people would just sit back and relax.	with hearing presenters hearing people would just sit back and relax		train	5.80600000000004	11
HZ8H8pfNwLA-00:13:01.765-00:13:08.386	HZ8H8pfNwLA	00:13:01.765	00:13:08.386	I could see the reaction of the people in the audience and their body behavior.	i could see the reaction of the people in the audience and their body behavior		train	6.620999999999981	15
